Operator,Lessor/Owner,Manager,Lease Type,Aircraft Model,Aircraft Variant,Serial Number,Tail/Registration Number,Status,Role,Operator Country/Territory,Operator Region,Engine Series,Age,Lease From,Lease To,Lease To Derived
Norwegian Air Shuttle AOC,Industrial and Commercial Bank of China (ICBC),Industrial and Commercial Bank of China (ICBC),Operating,737,737-800,43878,LN-NIG,In Service,Passenger,Norway,Europe: Western Europe,CFM56-7B,7.167,2014-10-14,2024-10-14,No
Norwegian Air Shuttle AOC,Industrial and Commercial Bank of China (ICBC),Industrial and Commercial Bank of China (ICBC),Operating,737,737-800,43879,LN-NIH,In Service,Passenger,Norway,Europe: Western Europe,CFM56-7B,7.167,2014-11-25,,No
Transavia France,Industrial and Commercial Bank of China (ICBC),Industrial and Commercial Bank of China (ICBC),Financial,737,737-800,43880,F-GZHO,In Service,Passenger,France,Europe: Western Europe,CFM56-7B,6.917,2015-02-09,2023-11-09,No
Lucky Air,Industrial and Commercial Bank of China (ICBC),Industrial and Commercial Bank of China (ICBC),Operating,737,737-800,43883,B-6800,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,6.333,2015-09-15,2024-09-14,No
Air India Express,Industrial and Commercial Bank of China (ICBC),Industrial and Commercial Bank of China (ICBC),Operating,737,737-800,43898,VT-GHI,In Service,Passenger,India,Asia: South Asia,CFM56-7B,3.167,2018-10-23,,No
Air India Express,Industrial and Commercial Bank of China (ICBC),Industrial and Commercial Bank of China (ICBC),Operating^,737,737-800,43902,VT-GHK,In Service,Passenger,India,Asia: South Asia,CFM56-7B,3.333,2018-09-13,,No
Transavia France,Industrial and Commercial Bank of China (ICBC),Industrial and Commercial Bank of China (ICBC),Financial,737,737-800,43913,F-GZHR,In Service,Passenger,France,Europe: Western Europe,CFM56-7B,6.5,2015-06-29,2023-11-29,No
Transavia France,Industrial and Commercial Bank of China (ICBC),Industrial and Commercial Bank of China (ICBC),Financial,737,737-800,44566,F-GZHP,In Service,Passenger,France,Europe: Western Europe,CFM56-7B,6.75,2015-03-30,2022-10-30,No
Transavia France,Industrial and Commercial Bank of China (ICBC),Industrial and Commercial Bank of China (ICBC),Financial,737,737-800,44567,F-GZHQ,In Service,Passenger,France,Europe: Western Europe,CFM56-7B,6.667,2015-05-06,2022-11-05,No
Urumqi Air,CDB Leasing Company Ltd,CDB Leasing Company Ltd,Operating^,737,737-800,60168,B-1322,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,4.5,2017-08-17,,No
Urumqi Air,CDB Leasing Company Ltd,CDB Leasing Company Ltd,Operating^,737,737-800,60170,B-1325,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,4.167,2017-10-27,,No
Urumqi Air,CDB Leasing Company Ltd,CDB Leasing Company Ltd,Operating^,737,737-800,60172,B-1323,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,4.83,2017-12-15,,No
Lucky Air,CDB Leasing Company Ltd,CDB Leasing Company Ltd,Operating^,737,737-800,60173,B-1208,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,3.917,2018-01-29,,No
Lucky Air,CDB Leasing Company Ltd,CDB Leasing Company Ltd,Operating^,737,737-800,60174,B-1209,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,3.917,2018-02-28,,No
Air India Express,STARR II,AerCap,Operating^,737,737-800,60694,VT-GHA,In Service,Passenger,India,Asia: South Asia,CFM56-7B,5.833,2016-03-22,2024-03-21,No
Air India Express,STARR II,AerCap,Operating^,737,737-800,60695,VT-GHB,In Service,Passenger,India,Asia: South Asia,CFM56-7B,5.667,2016-04-27,2024-04-26,No
Air India Express,AerCap,AerCap,Operating^,737,737-800,60696,VT-GHC,In Service,Passenger,India,Asia: South Asia,CFM56-7B,5.667,2016-05-10,,No
Air India Express,STARR III,AerCap,Operating,737,737-800,60697,VT-GHD,In Service,Passenger,India,Asia: South Asia,CFM56-7B,5.333,2016-09-02,2024-08-01,No
Air India Express,STARR III,AerCap,Operating,737,737-800,60698,VT-GHE,In Service,Passenger,India,Asia: South Asia,CFM56-7B,5.25,2016-10-03,2024-10-02,No
Air India Express,AerCap,AerCap,Operating^,737,737-800,60699,VT-GHF,In Service,Passenger,India,Asia: South Asia,CFM56-7B,5.167,2016-11-07,,No
flydubai,Jackson Square Aviation,Jackson Square Aviation,Operating^,737,737-800,60954,A6-FGA,In Service,Passenger,United Arab Emirates,Middle East,CFM56-7B,5.667,2016-06-26,2024-06-25,No
flydubai,Nomura Babcock & Brown Company Ltd,BBAM Aircraft Leasing & Management,Operating,737,737-800,60955,A6-FGB,In Service,Passenger,United Arab Emirates,Middle East,CFM56-7B,5.5,2016-06-20,2024-06-19,No
flydubai,Nomura Babcock & Brown Company Ltd,BBAM Aircraft Leasing & Management,Operating,737,737-800,60956,A6-FGC,In Service,Passenger,United Arab Emirates,Middle East,CFM56-7B,5.417,2016-07-27,2024-07-26,No
flydubai,Jackson Square Aviation,Jackson Square Aviation,Operating^,737,737-800,60957,A6-FGD,In Service,Passenger,United Arab Emirates,Middle East,CFM56-7B,5.333,2016-08-23,,No
flydubai,Bank Of Communications Financial Leasing,Bank Of Communications Financial Leasing,Operating^,737,737-800,60958,A6-FGE,In Service,Passenger,United Arab Emirates,Middle East,CFM56-7B,5.333,2016-12-14,,No
flydubai,JY Aviation Leasing Ireland,Bank Of Communications Financial Leasing,Operating^,737,737-800,60959,A6-FGF,In Service,Passenger,United Arab Emirates,Middle East,CFM56-7B,5.25,2016-10-17,,No
flydubai,Jackson Square Aviation,Jackson Square Aviation,Operating^,737,737-800,60963,A6-FGJ,In Service,Passenger,United Arab Emirates,Middle East,CFM56-7B,4.75,2017-04-12,,No
Nok Air,Horizon 2019-1,BBAM Aircraft Leasing & Management,Operating,737,737-800,61293,HS-DBT,In Service,Passenger,Thailand,Asia: South East Asia,CFM56-7B,6.417,2015-08-20,2027-08-19,No
Nok Air,BOC Aviation,BOC Aviation,Operating,737,737-800,61294,HS-DBU,In Service,Passenger,Thailand,Asia: South East Asia,CFM56-7B,6.83,2015-11-20,,No
Nok Air,Avolon,Avolon,Operating^,737,737-800,61296,HS-DBW,In Service,Passenger,Thailand,Asia: South East Asia,CFM56-7B,5.417,2016-08-17,,No
Nok Air,SLVRR 2019-1,BOC Aviation,Operating^,737,737-800,61297,HS-DBX,In Service,Passenger,Thailand,Asia: South East Asia,CFM56-7B,5.167,2016-11-16,2028-11-15,No
Nok Air,BOC Aviation,BOC Aviation,Operating^,737,737-800,61299,HS-DBY,In Service,Passenger,Thailand,Asia: South East Asia,CFM56-7B,4.583,2017-06-05,,No
China United Airlines,AerDragon Aviation Leasing,Aerdragon Aviation Partners Ltd,Operating,737,737-800,61308,B-1750,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,7.83,2014-12-16,,No
China United Airlines,AerDragon Aviation Leasing,Aerdragon Aviation Partners Ltd,Operating,737,737-800,61309,B-1751,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,7,2014-12-18,,No
China United Airlines,AerDragon Aviation Leasing,Aerdragon Aviation Partners Ltd,Operating,737,737-800,61310,B-1752,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,7,2014-12-22,,No
China United Airlines,AerDragon Aviation Leasing,Aerdragon Aviation Partners Ltd,Operating,737,737-800,61311,B-1753,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,7,2014-12-22,,No
China United Airlines,AerDragon Aviation Leasing,Aerdragon Aviation Partners Ltd,Operating,737,737-800,61313,B-7370,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,6.83,2015-12-18,,No
China United Airlines,AerDragon Aviation Leasing,Aerdragon Aviation Partners Ltd,Operating,737,737-800,61314,B-7371,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,6.83,2015-12-17,,No
China United Airlines,AerDragon Aviation Leasing,Aerdragon Aviation Partners Ltd,Operating,737,737-800,61315,B-7372,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,6,2015-12-23,,No
9 Air,Timaero Ireland Ltd,VEB Leasing,Operating,737,737-800,61321,B-7105,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,6.25,2019-10-31,,No
9 Air,Timaero Ireland Ltd,VEB Leasing,Operating,737,737-800,61322,B-7113,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,6.83,2019-12-02,,No
Urumqi Air,Timaero Ireland Ltd,VEB Leasing,Operating^,737,737-800,61323,B-6995,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,6.167,2015-11-10,,No
Urumqi Air,Timaero Ireland Ltd,VEB Leasing,Operating^,737,737-800,61324,B-7198,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,6.83,2015-12-22,,No
9 Air,Shanghai Industrial Investment Co,Shanghai Industrial Investment Co,Operating,737,737-800,61351,B-1551,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,5.333,2016-08-30,,No
9 Air,Shanghai Industrial Investment Co,Shanghai Industrial Investment Co,Operating,737,737-800,61354,B-1552,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,5.5,2016-07-15,,No
9 Air,Shanghai Huarui Financing and Leasing Company,Shanghai Huarui Financing and Leasing Company,Operating,737,737-800,61355,B-1553,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,5.25,2017-01-18,2029-01-29,No
9 Air,Shanghai Huarui Financing and Leasing Company,Shanghai Huarui Financing and Leasing Company,Operating,737,737-800,61356,B-1556,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,5.83,2017-01-19,2029-01-18,No
9 Air,Shanghai Huarui Financing and Leasing Company,Shanghai Huarui Financing and Leasing Company,Operating,737,737-800,61357,B-1592,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,5,2017-08-30,2029-08-29,No
9 Air,Shanghai Huarui Financing and Leasing Company,Shanghai Huarui Financing and Leasing Company,Operating,737,737-800,61360,B-1472,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,4.5,2017-08-27,2029-09-26,No
9 Air,Shanghai Huarui Financing and Leasing Company,Shanghai Huarui Financing and Leasing Company,Operating,737,737-800,61361,B-1473,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,4.5,2017-09-05,,No
9 Air,CMB Financial Leasing,CMB Financial Leasing,Operating,737,737-800,61368,B-1172,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,3.5,2018-06-29,,No
Lucky Air,BOC Aviation,BOC Aviation,Operating^,737,737-800,61773,B-7992,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,5.83,2016-12-27,,No
Lucky Air,BOC Aviation,BOC Aviation,Operating^,737,737-800,61775,B-7993,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,5,2016-12-27,,No
Spring Japan,BOC Aviation,BOC Aviation,Operating^,737,737-800,61776,JA04GR,In Service,Passenger,Japan,Asia: North East Asia,CFM56-7B,5,2017-01-11,,No
Lucky Air,BOC Aviation,BOC Aviation,Operating^,737,737-800,61778,B-1586,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,4.833,2017-03-13,,No
Lucky Air,BOC Aviation,BOC Aviation,Operating^,737,737-800,61779,B-1587,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,4.833,2017-03-10,,No
Lucky Air,BOC Aviation,BOC Aviation,Operating^,737,737-800,61780,B-1588,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,4.75,2017-03-31,,No
Spring Japan,BOC Aviation,BOC Aviation,Operating^,737,737-800,61783,JA05GR,In Service,Passenger,Japan,Asia: North East Asia,CFM56-7B,4.583,2017-06-12,,No
Pobeda,BOC Aviation,BOC Aviation,Operating,737,737-800,61788,VP-BPK,In Service,Passenger,Russian Federation,Europe: Eastern/Central Europe,CFM56-7B,4.167,2017-11-09,2027-11-08,No
Pobeda,BOC Aviation,BOC Aviation,Operating,737,737-800,61789,VP-BPL,In Service,Passenger,Russian Federation,Europe: Eastern/Central Europe,CFM56-7B,4.167,2017-11-14,2027-11-13,No
Transavia,BOC Aviation,BOC Aviation,Operating^,737,737-800,61790,PH-HXE,In Service,Passenger,Netherlands,Europe: Western Europe,CFM56-7B,5.583,2016-06-15,,No
Transavia,BOC Aviation,BOC Aviation,Operating^,737,737-800,61791,PH-HXD,In Service,Passenger,Netherlands,Europe: Western Europe,CFM56-7B,5.583,2016-06-06,,No
Pobeda,BOC Aviation,BOC Aviation,Operating,737,737-800,61792,VP-BPU,In Service,Passenger,Russian Federation,Europe: Eastern/Central Europe,CFM56-7B,3.75,2018-03-29,,No
Pobeda,BOC Aviation,BOC Aviation,Operating,737,737-800,61793,VP-BPV,In Service,Passenger,Russian Federation,Europe: Eastern/Central Europe,CFM56-7B,3.667,2018-05-01,,No
Lucky Air,BOC Aviation,BOC Aviation,Operating^,737,737-800,61794,B-7990,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,5.417,2016-08-11,,No
Lucky Air,SLVRR 2019-1,BOC Aviation,Operating^,737,737-800,61796,B-7991,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,5.167,2016-10-24,2025-10-23,No
Spring Japan,BOC Aviation,BOC Aviation,Operating^,737,737-800,61798,JA06GR,In Service,Passenger,Japan,Asia: North East Asia,CFM56-7B,4.583,2017-06-22,,No
Pobeda,BOC Aviation,BOC Aviation,Operating,737,737-800,61800,VP-BPJ,In Service,Passenger,Russian Federation,Europe: Eastern/Central Europe,CFM56-7B,4.167,2017-10-20,2027-10-21,No
Pobeda,BOC Aviation,BOC Aviation,Operating,737,737-800,61801,VP-BPS,In Service,Passenger,Russian Federation,Europe: Eastern/Central Europe,CFM56-7B,4.83,2017-11-28,2027-11-28,No
Transavia France,Argentiere Aviation,Argentiere Aviation,Operating^,737,737-800,62150,F-HTVC,In Service,Passenger,France,Europe: Western Europe,CFM56-7B,5.75,2017-07-27,,No
Transavia France,Tokyo Century Corporation,Tokyo Century Corporation,Financial,737,737-800,62154,F-HTVD,In Service,Passenger,France,Europe: Western Europe,CFM56-7B,4.833,2017-05-29,,No
Transavia France,Tokyo Century Corporation,Tokyo Century Corporation,Financial,737,737-800,62155,F-HTVE,In Service,Passenger,France,Europe: Western Europe,CFM56-7B,4.75,2017-05-29,,No
Transavia France,Argentiere Aviation,Argentiere Aviation,Operating^,737,737-800,62158,F-HTVA,In Service,Passenger,France,Europe: Western Europe,CFM56-7B,5.917,2017-07-27,,No
Transavia France,Argentiere Aviation,Argentiere Aviation,Operating^,737,737-800,62161,F-HTVB,In Service,Passenger,France,Europe: Western Europe,CFM56-7B,5.833,2017-07-21,,No
Transavia,Bank Of Communications Financial Leasing,Bank Of Communications Financial Leasing,Operating^,737,737-800,62577,PH-HXO,In Service,Passenger,Netherlands,Europe: Western Europe,CFM56-7B,3,2019-01-25,,No
Pegasus Airlines,BOC Aviation,BOC Aviation,Operating^,737,737-800,62687,TC-CRB,In Service,Passenger,Turkey,Europe: Eastern/Central Europe,CFM56-7B,5.5,2016-07-11,,No
China United Airlines,Industrial and Commercial Bank of China (ICBC),Industrial and Commercial Bank of China (ICBC),Financial^,737,737-800,63044,B-1465,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,4.5,2017-07-11,,No
China United Airlines,Industrial and Commercial Bank of China (ICBC),Industrial and Commercial Bank of China (ICBC),Operating^,737,737-800,63062,B-1276,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,3.667,2018-11-12,,No
China United Airlines,Industrial and Commercial Bank of China (ICBC),Industrial and Commercial Bank of China (ICBC),Operating^,737,737-800,63064,B-1147,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,3.583,2018-11-12,,No
Jet2.com,BOC Aviation,BOC Aviation,Financial,737,737-800,63144,G-JZHJ,In Service,Passenger,United Kingdom,Europe: Western Europe,CFM56-7B,5.333,2020-08-27,,No
Jet2.com,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,737,737-800,63145,G-JZHK,In Service,Passenger,United Kingdom,Europe: Western Europe,CFM56-7B,5.25,2017-03-31,,No
Jet2.com,BOC Aviation,BOC Aviation,Financial,737,737-800,63163,G-JZBH,In Service,Passenger,United Kingdom,Europe: Western Europe,CFM56-7B,3.917,2020-08-27,,No
Jet2.com,Jet2 plc,Jet2 plc,Operating^,737,737-800,63167,G-JZBK,In Service,Passenger,United Kingdom,Europe: Western Europe,CFM56-7B,3.833,2018-03-14,,No
Jet2.com,BOC Aviation,BOC Aviation,Financial,737,737-800,63169,G-JZBL,In Service,Passenger,United Kingdom,Europe: Western Europe,CFM56-7B,3.75,2020-08-27,,No
Pobeda,BOC Aviation,BOC Aviation,Operating,737,737-800,63405,VP-BPT,In Service,Passenger,Russian Federation,Europe: Eastern/Central Europe,CFM56-7B,3.917,2018-02-19,,No
Pobeda,BOC Aviation,BOC Aviation,Operating,737,737-800,63409,VP-BPX,In Service,Passenger,Russian Federation,Europe: Eastern/Central Europe,CFM56-7B,3.583,2018-05-30,2028-05-30,No
Jet2.com,BOC Aviation,BOC Aviation,Financial,737,737-800,63568,G-JZHL,In Service,Passenger,United Kingdom,Europe: Western Europe,CFM56-7B,5.167,2020-08-27,,No
Southwest Airlines,Bank Of Utah,Bank Of Utah,Operating^,737,737-800,63588,N8574Z,In Service,Passenger,United States of America,North America,CFM56-7B,3.583,2020-06-04,,No
Southwest Airlines,Bank Of Utah,Bank Of Utah,Operating^,737,737-800,63590,N8576Z,In Service,Passenger,United States of America,North America,CFM56-7B,3.5,2020-06-05,,No
Southwest Airlines,Bank Of Utah,Bank Of Utah,Operating^,737,737-800,63591,N8579Z,In Service,Passenger,United States of America,North America,CFM56-7B,3.5,2020-06-04,,No
Transavia,Bank Of Communications Financial Leasing,Bank Of Communications Financial Leasing,Operating^,737,737-800,63623,PH-HXN,In Service,Passenger,Netherlands,Europe: Western Europe,CFM56-7B,3,2019-01-15,,No
Jiangxi Air,CCB Financial Leasing,CCB Financial Leasing,Operating^,737,737-800,63685,B-1327,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,4.83,2018-03-21,2025-10-10,No
Urumqi Air,Everbright Financial Leasing,Everbright Financial Leasing,Operating^,737,737-800,64018,B-205T,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,3.5,2018-07-17,,No
Southwest Airlines,Bank Of Utah,Bank Of Utah,Operating^,737,737-800,64347,N8580Z,In Service,Passenger,United States of America,North America,CFM56-7B,3.417,2020-06-04,,No
Southwest Airlines,Bank Of Utah,Bank Of Utah,Operating^,737,737-800,64348,N8581Z,In Service,Passenger,United States of America,North America,CFM56-7B,3.417,2020-06-04,,No
Southwest Airlines,Bank Of Utah,Bank Of Utah,Operating^,737,737-800,64349,N8578Q,In Service,Passenger,United States of America,North America,CFM56-7B,3.5,2020-06-04,,No
Southwest Airlines,Bank Of Utah,Bank Of Utah,Operating^,737,737-800,64350,N8577Z,In Service,Passenger,United States of America,North America,CFM56-7B,3.5,2020-06-09,,No
Jet2.com,BOC Aviation,BOC Aviation,Financial,737,737-800,64439,G-JZBO,In Service,Passenger,United Kingdom,Europe: Western Europe,CFM56-7B,3.333,2020-08-27,,No
Jet2.com,BOC Aviation,BOC Aviation,Financial,737,737-800,64440,G-JZBP,In Service,Passenger,United Kingdom,Europe: Western Europe,CFM56-7B,3.25,2020-08-27,,No
Jet2.com,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,737,737-800,64442,G-JZBS,In Service,Passenger,United Kingdom,Europe: Western Europe,CFM56-7B,3,2019-01-21,,No
Southwest Airlines,Bank Of Utah,Bank Of Utah,Operating^,737,737-800,64799,N8583Z,In Service,Passenger,United States of America,North America,CFM56-7B,3.333,2020-06-04,,No
Southwest Airlines,Bank Of Utah,Bank Of Utah,Operating^,737,737-800,64800,N8584Z,In Service,Passenger,United States of America,North America,CFM56-7B,3.333,2020-06-04,,No
Southwest Airlines,Bank Of Utah,Bank Of Utah,Operating^,737,737-800,64801,N8582Z,In Service,Passenger,United States of America,North America,CFM56-7B,3.333,2020-06-04,,No
Urumqi Air,Everbright Financial Leasing,Everbright Financial Leasing,Operating^,737,737-800,64855,B-205U,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,3.417,2018-08-18,,No
Urumqi Air,Everbright Financial Leasing,Everbright Financial Leasing,Operating^,737,737-800,64857,B-205V,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,3.333,2018-09-17,,No
Urumqi Air,Everbright Financial Leasing,Everbright Financial Leasing,Operating^,737,737-800,64861,B-206P,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,3.25,2018-10-30,,No
Pobeda,Sberbank Leasing,Sberbank Leasing,Operating,737,737-800,64862,VP-BQB,In Service,Passenger,Russian Federation,Europe: Eastern/Central Europe,CFM56-7B,3.333,2018-08-27,,No
Pobeda,Sberbank Leasing,Sberbank Leasing,Operating^,737,737-800,64863,VP-BQC,In Service,Passenger,Russian Federation,Europe: Eastern/Central Europe,CFM56-7B,3.333,2018-09-20,,No
Pobeda,Sberbank Leasing,Sberbank Leasing,Operating^,737,737-800,64864,VP-BQE,In Service,Passenger,Russian Federation,Europe: Eastern/Central Europe,CFM56-7B,3.167,2018-10-30,,No
Pobeda,Sberbank Leasing,Sberbank Leasing,Operating^,737,737-800,64865,VP-BQG,In Service,Passenger,Russian Federation,Europe: Eastern/Central Europe,CFM56-7B,3.83,2018-11-30,,No
Pobeda,Sberbank Leasing,Sberbank Leasing,Operating^,737,737-800,64866,VP-BQH,In Service,Passenger,Russian Federation,Europe: Eastern/Central Europe,CFM56-7B,3,2019-01-17,,No
